Probdriverdeath,carleft_impdeath,carfront_impdeath,so_lowerhingepillarmaxcm,so_footrestcm,so_lefttoepancm,so_brakepedalcm,so_parkingbrakecm,so_rockerpanellateralaveragecm,so_steeringcolumn,so_upperhingepillarmaxcm,so_upperdashcm,so_lowerinstrumentpanelcm,so_headheadhic15,so_necknecktensionkn,so_maximumnij,so_kneethighhipinjuryrisk,so_maximumtibiaindex,so_tibiaaxialforcekn,so_footaccelerationg,mo_footwellintrusionfootrestcm,mo_brakepedalcm,mo_apillarrearwardmovementcm,mo_headheadhic15,mo_necknecktensionkn,mo_maximumnij,mo_femurkn,mo_kneedisplacementmm,mo_maximumtibiaindex,mo_tibiaaxialforcekn,mo_footaccelerationg,mo_instrpanelrearmovement,mo_footwellintrusion,sd_bpillarto,sd_headhic15,sd_necknecktensionkn,sd_compressionkn,sd_torsomaximumdeflection,sd_averagedeflectionmm,sd_maximumdeflectionratems,sd_maximumviscouscriterionms,sd_pelvisiliacforcekn,sd_acetabulumforcekn,sd_combinedforcekn,sd_leftfemurleftfemurlmforcekn,sd_lmmomentnm,sd_apmomentnm,rf_curbweight,rf_peakforce,rf_strengthtoweightratio,rolloverpossibilityAvg,rolloverpossibilityAvg,med_lengthins,med_widthins,med_heighthins,med_weightlbs,med_epa_combined,RatingsMissing_SO,RatingsMissing_SD,RatingsMissing_MO,RatingsMissing_RF,RatingsMissing_SD_By_Year_FE,RatingsMissing_SO_By_Year_FE,RatingsMissing_MO_By_Year_FE,RatingsMissing_RF_By_Year_FE,RolloverPossYearMissing,floor_iihs_overall_sd,floor_iihs_overall_mo,floor_iihs_overall_so_driver,floor_iihs_overall_rf
.000013,1,2,17.5,11,2,4.5,0,3.5,2.5,12,11,10,48,.69999999,.16,1.25,.47,1.55,52.75,3,4,1,197,.8,.18,2.15,0,2.6,.495,65,0,10.66667,-13.5,245,1,0,47,41,3.96,.81,2.7,2.1,4.5,.7,122,50,-99,-99,-99,.093,.093,195.5,74,57.2,3721,21.6,0,0,0,1,"20110","20110","20110","20111","0",4,4,4,-99
3.34e-06,1,4,17.5,11,2,4.5,0,3.5,2.5,12,11,10,48,.69999999,.16,1.25,.47,1.55,52.75,3,4,1,197,.8,.18,2.15,0,2.6,.495,65,0,10.66667,-13.5,245,1,0,47,41,3.96,.81,2.7,2.1,4.5,.7,122,50,3710,17057,4.6,.093,.093,194,74,57.2,3726,24.049999,0,0,0,0,"20120","20120","20120","20120","0",4,4,4,4
1.86e-06,0,1,17.5,11,2,4.5,0,3.5,2.5,12,11,10,48,.69999999,.16,1.25,.47,1.55,52.75,3,4,1,197,.8,.18,2.15,0,2.6,.495,65,0,10.66667,-13.5,245,1,0,47,41,3.96,.81,2.7,2.1,4.5,.7,122,50,3710,17057,4.6,.093,.093,194,74,57.2,3726,24.049999,0,0,0,0,"20130","20130","20130","20130","0",4,4,4,4
4.50e-06,1,0,17.5,11,2,4.5,0,3.5,2.5,12,11,10,48,.69999999,.16,1.25,.47,1.55,52.75,3,4,1,197,.8,.18,2.15,0,2.6,.495,65,0,10.66667,-13.5,245,1,0,47,41,3.96,.81,2.7,2.1,4.5,.7,122,50,3710,17057,4.6,.093,.093,194,74,57.2,3726,24.049999,0,0,0,0,"20140","20140","20140","20140","0",4,4,4,4
1.85e-06,0,2,17,8,4,5,,0,1,8,10,9,136,1.3,.23,.5,.815,3.25,81.5,2,9,0,229,.8,.2,.8,2,2.3,.35,47.5,0,7,-19,348,.7,.1,36,26,5,.39,.7,1.3,1.8,.3,109,54,3598,20412,5.67,.098,.098,190.3,73,57,3483,28.950001,0,0,0,0,"20150","20150","20150","20150","0",4,4,3,4
2.95e-06,1,0,19,7,2,6,,6,2,8,13,13,113,1.3,.22,1,.8,3.7,99.5,2,9,0,229,.8,.2,.8,2,2.3,.35,47.5,0,7,-19,348,.7,.1,36,26,5,.39,.7,1.3,1.8,.3,109,54,3598,20412,5.67,.098,.098,190.3,73,57,3483,28.950001,0,0,0,0,"20160","20160","20160","20160","0",4,4,2,4
0,0,0,4,6,4,5,,0,0,3,3,3,250,1.3,.26,0,1.03,4.7,129,2,9,0,229,.8,.2,.8,2,2.3,.35,47.5,0,7,-19,348,.7,.1,36,26,5,.39,.7,1.3,1.8,.3,109,54,3598,20412,5.67,.098,.098,190.3,73,57,3483,28.950001,0,0,0,0,"20170","20170","20170","20170","0",4,4,3,4
6.99e-06,1,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,0,179,1,.25,1.65,0,3.3,.645,65,0,7.666667,-3.5,383,,,33,31,3.15,.48,3.5,2.9,6.2,.3,36,28,-99,-99,-99,.118,.118,183.3,69.4,57.3,3230,24.6,1,0,0,1,"20050","20051","20050","20051","0",3,4,-99,-99
6.06e-06,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,0,179,1,.25,1.65,0,3.3,.645,65,0,7.666667,-3.5,383,,,33,31,3.15,.48,3.5,2.9,6.2,.3,36,28,-99,-99,-99,.118,.118,183.3,69.4,57.3,3230,25.049999,1,0,0,1,"20060","20061","20060","20061","0",3,4,-99,-99
4.90e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,0,179,1,.25,1.65,0,3.3,.645,65,0,7.666667,-3.5,383,,,33,31,3.15,.48,3.5,2.9,6.2,.3,36,28,-99,-99,-99,.118,.118,183.3,69.4,57.3,3230,25.6,1,0,0,1,"20070","20071","20070","20071","0",3,4,-99,-99
6.34e-06,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,0,179,1,.25,1.65,0,3.3,.645,65,0,7.666667,-3.5,383,,,33,31,3.15,.48,3.5,2.9,6.2,.3,36,28,-99,-99,-99,.118,.118,183.3,69.4,57.3,3257,23.6,1,0,0,1,"20080","20081","20080","20081","0",3,4,-99,-99
1.34e-06,0,2,23,12,5,7.5,0,5,3.5,13.5,15,16.5,116,1.1,.235,.25,.8325,2.575,61,2,3,0,160,.8,.19,.85,0,1.8,.36,59.5,0,7,-12.5,345,1.3,0,33,30,2.83,.51,2.6,2.1,4.5,.4,126,43,-99,-99,-99,.099,.099,186.1,72.4,56.7,3419,23.6,0,0,0,1,"20090","20090","20090","20091","0",4,4,2,-99
3.00e-06,1,2,23,12,5,7.5,0,5,3.5,13.5,15,16.5,116,1.1,.235,.25,.8325,2.575,61,2,3,0,160,.8,.19,.85,0,1.8,.36,59.5,0,7,-12.5,345,1.3,0,33,30,2.83,.51,2.6,2.1,4.5,.4,126,43,-99,-99,-99,.099,.099,185.6,72.4,56.7,3400,23.6,0,0,0,1,"20100","20100","20100","20101","0",4,4,2,-99
1.56e-06,0,1,23,12,5,7.5,0,5,3.5,13.5,15,16.5,116,1.1,.235,.25,.8325,2.575,61,2,3,0,160,.8,.19,.85,0,1.8,.36,59.5,0,7,-12.5,345,1.3,0,33,30,2.83,.51,2.6,2.1,4.5,.4,126,43,-99,-99,-99,.099,.099,185.6,72.4,56.7,3470,24.6,0,0,0,1,"20110","20110","20110","20111","0",4,4,2,-99
5.18e-06,0,4,23,12,5,7.5,0,5,3.5,13.5,15,16.5,116,1.1,.235,.25,.8325,2.575,61,2,3,0,160,.8,.19,.85,0,1.8,.36,59.5,0,7,-12.5,345,1.3,0,33,30,2.83,.51,2.6,2.1,4.5,.4,126,43,3600.5,18702.5,5.195,.099,.099,185.6,72.4,56.7,3470,24.6,0,0,0,0,"20120","20120","20120","20120","0",4,4,2,4
2.91e-06,0,1,23,12,5,7.5,0,5,3.5,13.5,15,16.5,116,1.1,.235,.25,.8325,2.575,61,2,3,0,160,.8,.19,.85,0,1.8,.36,59.5,0,7,-12.5,345,1.3,0,33,30,2.83,.51,2.6,2.1,4.5,.4,126,43,3600.5,18702.5,5.195,.099,.099,185.6,72.4,56.7,3470,26.049999,0,0,0,0,"20130","20130","20130","20130","0",4,4,2,4
8.06e-06,0,1,23,12,5,7.5,0,5,3.5,13.5,15,16.5,116,1.1,.235,.25,.8325,2.575,61,2,3,0,160,.8,.19,.85,0,1.8,.36,59.5,0,7,-12.5,345,1.3,0,33,30,2.83,.51,2.6,2.1,4.5,.4,126,43,3600.5,18702.5,5.195,.099,.099,185.6,72.4,56.7,3470,26.049999,0,0,0,0,"20140","20140","20140","20140","0",4,4,2,4
6.99e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,124,.8,.21,.25,1,2.8,.4,71.5,-1,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.13,.13,192.4,78.5,62.8,4424,18.700001,1,1,0,1,"20101","20101","20100","20101","0",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,124,.8,.21,.25,1,2.8,.4,71.5,-1,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.13,.13,192.4,78.5,62.8,4424,19.15,1,1,0,1,"20111","20111","20110","20111","0",-99,4,-99,-99
.0000337,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,124,.8,.21,.25,1,2.8,.4,71.5,-1,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.13,.13,192.4,78.5,62.8,4424,19.15,1,1,0,1,"20121","20121","20120","20121","0",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,124,.8,.21,.25,1,2.8,.4,71.5,-1,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.13,.13,192.4,78.5,62.8,4438,19.15,1,1,0,1,"20131","20131","20130","20131","0",-99,4,-99,-99
5.21e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.7,77.1,56,3263,27.6,1,0,0,0,"20060","20061","20060","20060","2006",4,4,-99,4
3.07e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.7,77.1,56,3329,27.6,1,0,0,0,"20070","20071","20070","20070","2007",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.7,77.4,56,3263,24.6,1,0,0,0,"20080","20081","20080","20080","2008",4,4,-99,4
7.05e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.7,77.4,56,3263,25.049999,1,0,0,0,"20090","20091","20090","20090","2009",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.9,78.5,56,3219,35.400002,1,0,0,0,"20100","20101","20100","20100","2010",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.9,78.5,56,3219,25.049999,1,0,0,0,"20110","20111","20110","20110","2011",4,4,-99,4
.0000103,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.9,78.5,56,3219,25.049999,1,0,0,0,"20120","20121","20120","20120","2012",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,6,1,365,1.6,.37,3.2,2,3,.69,97.5,0,7,-13,300,,,31,29,3.46,.44,1.6,2,3.4,.2,55,19,3224,13429,4.17,-99,-99,168.9,78.5,56,3219,25.049999,1,0,0,0,"20130","20131","20130","20130","2013",4,4,-99,4
2.51e-06,0,2,13,7,4,1,,2,0,6,7,6,103,1.1,.27,0,.64,2.45,55,3,4,0,212,1.4,.25,1.45,1.5,3.3,.375,49.5,-1,4,-17,503,1.3,.1,41,40,3.84,.82,3.3,2.4,5.2,1.1,134,72,3116,19325,6.2,.08175,.08175,175.4,70.7,55.8,3175,27.5,0,0,0,0,"20150","20150","20150","20150","0",4,4,4,4
2.33e-06,0,0,13,7,4,1,,2,0,6,7,6,103,1.1,.27,0,.64,2.45,55,3,4,0,212,1.4,.25,1.45,1.5,3.3,.375,49.5,-1,4,-17,503,1.3,.1,41,40,3.84,.82,3.3,2.4,5.2,1.1,134,72,3116,19325,6.2,.08175,.08175,175.4,72.1,55.7,3318.5,27.5,0,0,0,0,"20160","20160","20160","20160","0",4,4,4,4
0,0,0,13,7,4,1,,2,0,6,7,6,103,1.1,.27,0,.64,2.45,55,3,4,0,212,1.4,.25,1.45,1.5,3.3,.375,49.5,-1,4,-17,503,1.3,.1,41,40,3.84,.82,3.3,2.4,5.2,1.1,134,72,3116,19325,6.2,.08175,.08175,175.4,72.1,55.7,3329.5,30.049999,0,0,0,0,"20170","20170","20170","20170","0",4,4,4,4
2.91e-06,1,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.6666667,7.3333333,.66666667,170,1.2333333,.39333333,4.583333,5.666667,2.15,.695,62.83333,2.666667,5.777778,-13.5,265,1.2,.23333333,37,31.666667,4.2633333,.73333333,1.4666667,1.9,3.1666667,.33333333,123.66667,34,3855,14701,3.81,.107,.107,179,76.3,56.2,3825,19.700001,1,0,0,0,"20050","20051","20050","20050","0",4,4,-99,3
5.78e-06,3,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.6666667,7.3333333,.66666667,170,1.2333333,.39333333,4.583333,5.666667,2.15,.695,62.83333,2.666667,5.777778,-13.5,265,1.2,.23333333,37,31.666667,4.2633333,.73333333,1.4666667,1.9,3.1666667,.33333333,123.66667,34,3855,14701,3.81,.0713333,.0713333,180.6,76.3,56.2,3869,22.15,1,0,0,0,"20060","20061","20060","20060","0",4,4,-99,3
4.00e-06,4,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,.5,206.75,1.5,.2675,4.65,5.125,2.3125,.58375,60.375,2.5,6.25,-13.25,261.75,1.2,.25,34.5,29,4.0075,.65,1.675,1.975,3.425,.275,108.25,33.5,3855,14701,3.81,-99,-99,180.7,71.5,56.2,3869,17.700001,1,0,0,0,"20070","20071","20070","20070","2007",3,4,-99,3
3.00e-06,2,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.8,4.4,.6,204.1,1.46,.257,4.21,4.95,2.265,.5755,59.15,2.4,5.9,-13.4,263.7,1.2,.24,36,30.6,4.161,.7,1.55,1.93,3.27,.31,117.5,33.8,3855,14701,3.81,.0642,.0642,181,76,55.7,3869,16.25,1,0,0,0,"20080","20081","20080","20080","0",3,4,-99,3
1.77e-06,0,2,25.5,27.5,19,10,0,3.5,2,25,28,27,89,1.5,.33,26.5,.625,1.65,94,4.8333333,2.1666667,.16666667,214.33333,1.6166667,.25833333,4.866667,4.5,2.425,.5391667,63.16667,2.25,6.444445,-13.333333,258,1.2666667,.2,34.833333,28.333333,3.8633333,.66,2.1333333,2.05,3.9333333,.26666667,108.83333,36.333333,3744.3333,15199.667,4.0733333,.033,.033,183.65,77,55.95,3930,21.275001,0,0,0,0,"20090","20090","20090","20090","0",3,4,1,3
3.78e-06,0,5,25.5,27.5,19,10,0,3.5,2,25,28,27,89,1.5,.33,26.5,.625,1.65,94,3.5,2.5,0,192,1.5,.295,3.6,3,2.35,.5025,66,1.5,5.166667,-12.75,243,1.2,.15,36.5,29,3.41,.645,2.6,1.95,4.3,.3,106,37,3689,15449,4.205,.0495,.0495,189.6,75.55,56.6,3847,22.275,0,0,0,0,"20100","20100","20100","20100","0",4,4,1,3
3.15e-06,0,3,25.5,27.5,19,10,0,3.5,2,25,28,27,89,1.5,.33,26.5,.625,1.65,94,3.5,2.5,0,192,1.5,.295,3.6,3,2.35,.5025,66,1.5,5.166667,-12.75,243,1.2,.15,36.5,29,3.41,.645,2.6,1.95,4.3,.3,106,37,3689,15449,4.205,.0495,.0495,189.35,75.55,56.6,3786,23.775,0,0,0,0,"20110","20110","20110","20110","0",4,4,1,3
2.97e-06,1,0,25.5,27.5,19,10,0,3.5,2,25,28,27,89,1.5,.33,26.5,.625,1.65,94,1,3,0,198,1.4333333,.28333333,.6666667,.5,2.183333,.3866667,70.16666,.5,2.111111,-15,360.66667,1.2,.06666667,45.666667,38.333333,3.7833333,.82333333,2.6,1.6666667,4.1,.46666667,111.33333,52,3593.3333,16902.667,4.7,.066,.066,185.2,71.9,56.2,3714,25.6,0,0,0,0,"20120","20120","20120","20120","0",4,4,1,4
0,0,0,25.5,27.5,19,10,0,3.5,2,25,28,27,89,1.5,.33,26.5,.625,1.65,94,1,3,0,215,1.5,.29,.825,.75,2.2,.39,72.5,.75,2,-16,424,1.2,.1,45.5,39,3.885,.79,2.45,1.65,3.95,.45,92,57,3628.5,17255.5,4.75,.0495,.0495,193.9,73.8,56.2,3726,21.5,0,0,0,0,"20130","20130","20130","20130","0",4,4,1,4
3.18e-06,1,3,25.5,27.5,19,10,0,3.5,2,25,28,27,89,1.5,.33,26.5,.625,1.65,94,1,3,0,215,1.5,.29,.825,.75,2.2,.39,72.5,.75,2,-16,424,1.2,.1,45.5,39,3.885,.79,2.45,1.65,3.95,.45,92,57,3628.5,17255.5,4.75,.0945,.0945,189.8,72.85,57,3792,24.55,0,0,0,0,"20140","20140","20140","20140","0",4,4,1,4
4.18e-06,1,2,25.5,27.5,19,10,0,3.5,2,25,28,27,89,1.5,.33,26.5,.625,1.65,94,1,3,0,215,1.5,.29,.825,.75,2.2,.39,72.5,.75,2,-16,424,1.2,.1,45.5,39,3.885,.79,2.45,1.65,3.95,.45,92,57,3628.5,17255.5,4.75,.0945,.0945,189.8,72.85,57,3797.5,24.55,0,0,0,0,"20150","20150","20150","20150","0",4,4,1,4
0,0,0,14.75,18.25,11,7,0,1.75,1.5,14.5,16.5,16,142.5,1.5,.28,13.25,.5125,1.825,71.25,1,3,0,215,1.5,.29,.825,.75,2.2,.39,72.5,.75,2,-16,424,1.2,.1,45.5,39,3.885,.79,2.45,1.65,3.95,.45,92,57,3628.5,17255.5,4.75,.0945,.0945,189.95,72.85,56.5,3913,24.825,0,0,0,0,"20160","20160","20160","20160","0",4,4,2,4
0,0,0,4,8.3333333,3.3333333,4,,.33333333,.66666667,3.6666667,4.3333333,4.3333333,187.66667,1.3333333,.24666667,0,.4233333,1.916667,59.5,1,2.3333333,0,231,1.4,.26333333,1.15,1.5,2.4,.3833333,71.83334,1,1.444444,-19,560.33333,1.1,.13333333,40.666667,36.666667,4.0766667,.62333333,1.6,1.4333333,2.9,.33333333,53.666667,59.666667,3646.3333,18389.333,5.0466667,.093,.093,194.2,73.8,56.8,3803,28.5,0,0,0,0,"20170","20170","20170","20170","0",4,4,4,4
.0000151,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.5,78,54,3891,17.15,1,1,1,1,"20081","20081","20081","20081","2008",-99,-99,-99,-99
5.83e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.5,78,54,3891,17.6,1,1,1,1,"20091","20091","20091","20091","2009",-99,-99,-99,-99
2.03e-06,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.1,72.9,54,3720.5,21.6,1,1,1,1,"20101","20101","20101","20101","2010",-99,-99,-99,-99
8.06e-06,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.1,76.2,54,3720.5,21.55,1,1,1,1,"20121","20121","20121","20121","2012",-99,-99,-99,-99
4.00e-06,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.1,76.2,54.2,3946.5,23.775,1,1,1,1,"20131","20131","20131","20131","2013",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.03775,.03775,182.1,73,54,3858,21.049999,1,1,1,1,"20141","20141","20141","20141","0",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.03775,.03775,182.7,73,54,3858,22.5,1,1,1,1,"20151","20151","20151","20151","0",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.0503333,.0503333,182.7,73,54,3858,21.049999,1,1,1,1,"20161","20161","20161","20161","0",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.0503333,.0503333,182.7,73,54,3858,21.049999,1,1,1,1,"20171","20171","20171","20171","0",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.6,75.2,55.9,4210,22.5,1,1,1,1,"20121","20121","20121","20121","2012",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.6,75.2,55.9,4167,22.5,1,1,1,1,"20131","20131","20131","20131","2013",-99,-99,-99,-99
.0000112,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.6,75.2,55.9,4200,22.5,1,1,1,1,"20141","20141","20141","20141","2014",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.6,75.2,55.9,4200,22.5,1,1,1,1,"20151","20151","20151","20151","2015",-99,-99,-99,-99
6.74e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,196.2,75.2,55.9,4288,24.5,1,1,1,1,"20161","20161","20161","20161","2016",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.9,75.2,55.9,4398,23.05,1,1,1,1,"20171","20171","20171","20171","2017",-99,-99,-99,-99
3.60e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,198.9,74.6,56.9,4288,20.700001,1,1,1,1,"20051","20051","20051","20051","2005",-99,-99,-99,-99
7.40e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,199.3,79.8,56.9,4288,20.700001,1,1,1,1,"20061","20061","20061","20061","2006",-99,-99,-99,-99
