Probdriverdeath,carleft_impdeath,carfront_impdeath,so_lowerhingepillarmaxcm,so_footrestcm,so_lefttoepancm,so_brakepedalcm,so_parkingbrakecm,so_rockerpanellateralaveragecm,so_steeringcolumn,so_upperhingepillarmaxcm,so_upperdashcm,so_lowerinstrumentpanelcm,so_headheadhic15,so_necknecktensionkn,so_maximumnij,so_kneethighhipinjuryrisk,so_maximumtibiaindex,so_tibiaaxialforcekn,so_footaccelerationg,mo_footwellintrusionfootrestcm,mo_brakepedalcm,mo_apillarrearwardmovementcm,mo_headheadhic15,mo_necknecktensionkn,mo_maximumnij,mo_femurkn,mo_kneedisplacementmm,mo_maximumtibiaindex,mo_tibiaaxialforcekn,mo_footaccelerationg,mo_instrpanelrearmovement,mo_footwellintrusion,sd_bpillarto,sd_headhic15,sd_necknecktensionkn,sd_compressionkn,sd_torsomaximumdeflection,sd_averagedeflectionmm,sd_maximumdeflectionratems,sd_maximumviscouscriterionms,sd_pelvisiliacforcekn,sd_acetabulumforcekn,sd_combinedforcekn,sd_leftfemurleftfemurlmforcekn,sd_lmmomentnm,sd_apmomentnm,rf_curbweight,rf_peakforce,rf_strengthtoweightratio,rolloverpossibilityAvg,rolloverpossibilityAvg,med_lengthins,med_widthins,med_heighthins,med_weightlbs,med_epa_combined,RatingsMissing_SO,RatingsMissing_SD,RatingsMissing_MO,RatingsMissing_RF,RatingsMissing_SD_By_Year_FE,RatingsMissing_SO_By_Year_FE,RatingsMissing_MO_By_Year_FE,RatingsMissing_RF_By_Year_FE,RolloverPossYearMissing,floor_iihs_overall_sd,floor_iihs_overall_mo,floor_iihs_overall_so_driver,floor_iihs_overall_rf
3.71e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12.5,12.5,4,607,1.5,.31,2.1,0,3.55,.55,112.5,4,16.16667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5008,17847,3.56,.2015,.2015,224.6,79.5,74.65,4948,15.25,1,1,0,0,"20131","20131","20130","20130","0",-99,4,-99,3
7.59e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12.5,12.5,4,607,1.5,.31,2.1,0,3.55,.55,112.5,4,16.16667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5008,17847,3.56,.2015,.2015,224.6,79.5,74.65,4948,15.25,1,1,0,0,"20141","20141","20140","20140","0",-99,4,-99,3
0,0,0,27,19,12,20,21,4,9,19,17,16,40,.8,.18,.5,1.605,3.25,137,4,3,1,222,1.2,.25,.55,5,1.45,.535,68.5,.5,3,-12.5,147,1.4,1.2,40,36,4.25,.73,1.5,1.6,3,.6,85,12,5460,24857,4.55,.198,.198,228.1,79.5,74.95,6876,17.700001,0,0,0,0,"20170","20170","20170","20170","0",4,4,4,4
.0000138,9,29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,12,0,492,1.3,.37,1.7,2,1.55,.315,62,2,10.66667,-6.5,445,1.1,.1,39,35,3.37,.64,2.5,3.5,5.8,.6,147,54,2552,9414,3.69,.14,.14,177.5,67.3,55.5,2722,31.799999,1,0,0,0,"20070","20071","20070","20070","0",4,4,-99,3
.0000127,5,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,12,0,492,1.3,.37,1.7,2,1.55,.315,62,2,10.66667,-6.5,445,1.1,.1,39,35,3.37,.64,2.5,3.5,5.8,.6,147,54,2552,9414,3.69,.14,.14,169.1,66.7,60.4,2693,31.799999,1,0,0,0,"20080","20081","20080","20080","0",4,4,-99,3
.0000106,6,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,12,0,492,1.3,.37,1.7,2,1.55,.315,62,2,10.66667,-6.5,445,1.1,.1,39,35,3.37,.64,2.5,3.5,5.8,.6,147,54,2552,9414,3.69,.14,.14,176,66.7,60.4,2671,29.6,1,0,0,0,"20090","20091","20090","20090","0",4,4,-99,3
.0000167,8,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,12,0,492,1.3,.37,1.7,2,1.55,.315,62,2,10.66667,-6.5,445,1.1,.1,39,35,3.37,.64,2.5,3.5,5.8,.6,147,54,2552,9414,3.69,.14,.14,176,66.7,60.4,2671,29.6,1,0,0,0,"20100","20101","20100","20100","0",4,4,-99,3
.0000157,9,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,12,0,492,1.3,.37,1.7,2,1.55,.315,62,2,10.66667,-2.75,508,1,.1,54,46,5.9,1.31,3.7,2.9,6.4,.3,73,105,2552,9414,3.69,.14,.14,176,66.7,60.4,2534,30.049999,1,0,0,0,"20110","20111","20110","20110","0",3,4,-99,3
8.99e-06,10,27,42,23,16,4,,11,10,22,27,29,77,1.1,.39,.5,1.255,4.2,67,6.5,8,1,368.5,1.25,.295,2.275,2,1.65,.3675,58,2.25,10.16667,-5.625,443.5,1.05,.15,39.5,33.5,3.98,.78,2.55,3.1,5.35,.7,135,87,2482,10680.5,4.32,.1435,.1435,172.25,66.7,60,2521.5,28.3,0,0,0,0,"20120","20120","20120","20120","0",3,4,1,3
.0000121,0,11,42,23,16,4,,11,10,22,27,29,77,1.1,.39,.5,1.255,4.2,67,6,4,2,245,1.2,.22,2.85,2,1.75,.42,54,2.5,9.666667,-8.5,379,1.1,.2,25,21,2.06,.25,1.4,3.3,4.3,1.1,197,69,2412,11947,4.95,.147,.147,175.4,66.7,59.6,2350,28.35,0,0,0,0,"20130","20130","20130","20130","0",4,4,1,4
.0000106,3,24,42,23,16,4,,11,10,22,27,29,77,1.1,.39,.5,1.255,4.2,67,7.5,5.5,2.5,336.5,1.1,.25,2.675,1.25,1.95,.5425,91.25,2.5,11.33333,-8.5,379,1.1,.2,25,21,2.06,.25,1.4,3.3,4.3,1.1,197,69,2412,11947,4.95,.147,.147,163,66.7,60.5,2412,31.049999,0,0,0,0,"20140","20140","20140","20140","0",4,4,1,4
.0000123,3,27,42,23,16,4,,11,10,22,27,29,77,1.1,.39,.5,1.255,4.2,67,6,4,2,245,1.2,.22,2.85,2,1.75,.42,54,2.5,9.666667,-8.5,379,1.1,.2,25,21,2.06,.25,1.4,3.3,4.3,1.1,197,69,2412,11947,4.95,.147,.147,163,66.7,60.5,2414,31.049999,0,0,0,0,"20150","20150","20150","20150","0",4,4,1,4
4.98e-06,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5,318.5,1.1999999,.30000001,31.5,27,2.895,.435,1.75,3.1500001,4.5500002,1,167,57,2412,11947,4.95,.143,.143,163,66.7,60.5,2414,31.049999,0,0,0,0,"20160","20160","20160","20160","0",4,4,1,4
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412,11947,4.95,.143,.143,169.2,66.7,60.05,2425,32.824999,0,0,0,0,"20170","20170","20170","20170","0",4,4,1,4
.00001,3,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4322,14165,3.28,-99,-99,178.7,72.8,74.9,4081,19.25,1,1,0,0,"20051","20051","20050","20050","2005",-99,4,-99,3
4.98e-06,2,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4081,19.25,1,1,0,0,"20061","20061","20060","20060","0",-99,4,-99,3
6.97e-06,4,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4150,19.799999,1,1,0,0,"20071","20071","20070","20070","0",-99,4,-99,3
7.41e-06,1,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4322,14165,3.28,.251,.251,178.7,72.8,74.9,,17.25,1,1,0,0,"20081","20081","20080","20080","0",-99,4,-99,3
3.91e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-17,49,.9,.1,45,39,3.52,.56,.8,3.1,3.8,.4,180,-28,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4150,17.799999,1,0,0,0,"20090","20091","20090","20090","0",4,4,-99,3
4.73e-06,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-17,49,.9,.1,45,39,3.52,.56,.8,3.1,3.8,.4,180,-28,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4154,17.799999,1,0,0,0,"20100","20101","20100","20100","0",4,4,-99,3
1.42e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-17,49,.9,.1,45,39,3.52,.56,.8,3.1,3.8,.4,180,-28,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4143,17.700001,1,0,0,0,"20110","20111","20110","20110","0",4,4,-99,3
2.49e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,3,1,474,1.3,.26,1.15,5,3.95,.62,159.5,0,11,-17,49,.9,.1,45,39,3.52,.56,.8,3.1,3.8,.4,180,-28,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4143,18.700001,1,0,0,0,"20120","20121","20120","20120","0",4,4,-99,3
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.5,4,1,305,1.4,.29,2.05,8,4.1,.765,124.5,0,13.16667,-1,132,1.2,.3,43,40,3.3,.59,1.8,2.1,3.9,.4,46,96,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4148,18.700001,1,0,0,0,"20130","20131","20130","20130","0",4,4,-99,3
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.5,4,1,305,1.4,.29,2.05,8,4.1,.765,124.5,0,13.16667,-1,132,1.2,.3,43,40,3.3,.59,1.8,2.1,3.9,.4,46,96,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4148,18.700001,1,0,0,0,"20140","20141","20140","20140","0",4,4,-99,3
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-1,94,.6,.4,34,29,3.1,.48,1.1,2,3.1,.8,119,12,4322,14165,3.28,.251,.251,178.7,72.8,74.9,4148,18.700001,1,0,0,0,"20150","20151","20150","20150","0",4,4,-99,3
5.66e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,13,22,1,819,1.9,.38,4.2,.5,2.75,.63,87,6,20.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.2,73.6,66.9,3779,22.15,1,1,0,1,"20051","20051","20050","20051","2005",-99,2,-99,-99
.0000232,7,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.101,.101,202.6,74.2,56.6,3590,24.049999,1,1,0,1,"20051","20051","20050","20051","0",-99,4,-99,-99
.000026,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.133,.133,,,,,,1,1,1,1,"20091","20091","20091","20091","0",-99,-99,-99,-99
.0000299,9,28,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,11,7,172,.9,.38,.85,0,2.35,.735,77,6.5,14.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,179.8,67.5,55.7,2991,29.049999,1,1,0,1,"20071","20071","20070","20071","0",-99,4,-99,-99
.000023,6,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,11,7,172,.9,.38,.85,0,2.35,.735,77,6.5,14.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,179.8,67.5,55.6,2991,28.049999,1,1,0,1,"20081","20081","20080","20081","0",-99,4,-99,-99
.0000211,2,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,11,7,172,.9,.38,.85,0,2.35,.735,77,6.5,14.66667,-2,635,1.6,0,43,32,4.78,.9,4,1.2,4.8,.3,82,30,-99,-99,-99,.109,.109,179.8,67.5,55.6,2752,30.4,1,0,0,1,"20090","20091","20090","20091","0",3,4,-99,-99
.0000265,12,38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,1,0,281,1.6,.42,1.95,0,2.7,.715,65.5,1,4.666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.105,.105,189,70.6,57,3380,24.5,1,1,0,1,"20051","20051","20050","20051","0",-99,4,-99,-99
.0000201,34,89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,5.5,3.5,276,1.6,.345,2.775,.75,3.35,.6475,80.5,2.75,9.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.102,.102,189,70.6,57,3380,27.049999,1,1,0,1,"20061","20061","20060","20061","0",-99,3,-99,-99
.0000151,16,70,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,5.5,3.5,276,1.6,.345,2.775,.75,3.35,.6475,80.5,2.75,9.166667,-8.75,641,2.25,.2,31.5,26.5,3.525,.425,2.45,3.05,5.15,1,99.5,26.5,-99,-99,-99,.068,.068,189,70.6,57,3380,27.049999,1,0,0,1,"20070","20071","20070","20071","0",2,3,-99,-99
.0000154,14,67,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,5.5,3.5,276,1.6,.345,2.775,.75,3.35,.6475,80.5,2.75,9.166667,-8.75,641,2.25,.2,31.5,26.5,3.525,.425,2.45,3.05,5.15,1,99.5,26.5,-99,-99,-99,.101,.101,189,70.6,57,3305,25.6,1,0,0,1,"20080","20081","20080","20081","0",2,3,-99,-99
.0000158,9,38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,5.5,3.5,276,1.6,.345,2.775,.75,3.35,.6475,80.5,2.75,9.166667,-8.75,641,2.25,.2,31.5,26.5,3.525,.425,2.45,3.05,5.15,1,99.5,26.5,-99,-99,-99,.101,.101,189,70.6,57,3305,25.6,1,0,0,1,"20090","20091","20090","20091","0",2,3,-99,-99
.0000168,1,13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,1,0,281,1.6,.42,1.95,0,2.7,.715,65.5,1,4.666667,-3,440,1.2,.3,34,31,3.94,.58,1.9,2.8,4.4,1.2,116,35,-99,-99,-99,.105,.105,189,70.6,57,3305,25.6,1,0,0,1,"20100","20101","20100","20101","0",3,4,-99,-99
.0000145,2,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,196.1,74.8,57.7,3885,20.6,1,1,1,1,"20081","20081","20081","20081","2008",-99,-99,-99,-99
.0000131,1,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,196.1,74.8,57.7,3885,20.6,1,1,1,1,"20091","20091","20091","20091","2009",-99,-99,-99,-99
.0000235,18,43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,23,20,6,331,1.7,.37,3.5,1,3.4,.81,78.5,11.5,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,186.3,70.4,55.1,3118,24.049999,1,1,0,1,"20051","20051","20050","20051","2005",-99,1,-99,-99
.0000171,18,46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,1,328,1.9,.33,3.9,1,2.15,.52,60,1,9.333333,-6.5,398,1.5,.2,60,47,8.77,1.93,3.3,3.1,6.3,.4,73,34,-99,-99,-99,-99,-99,198.3,73.8,55.9,3477,24.5,1,0,0,1,"20050","20051","20050","20051","2005",2,4,-99,-99
.0000187,25,56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,1,328,1.9,.33,3.9,1,2.15,.52,60,1,9.333333,-6.5,398,1.5,.2,60,47,8.77,1.93,3.3,3.1,6.3,.4,73,34,-99,-99,-99,-99,-99,198.3,73.8,55.9,3477,24.5,1,0,0,1,"20060","20061","20060","20061","2006",2,4,-99,-99
.0000139,9,29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,1,328,1.9,.33,3.9,1,2.15,.52,60,1,9.333333,-6.5,398,1.5,.2,60,47,8.77,1.93,3.3,3.1,6.3,.4,73,34,-99,-99,-99,-99,-99,198.3,73.8,55.9,3477,24.5,1,0,0,1,"20070","20071","20070","20071","2007",2,4,-99,-99
.0000126,10,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,198.3,71.6,55.9,3477,22.5,1,1,1,1,"20081","20081","20081","20081","2008",-99,-99,-99,-99
.0000399,6,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,189.8,72.5,54.9,3725,20.6,1,1,1,1,"20051","20051","20051","20051","2005",-99,-99,-99,-99
.0000287,2,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,189.8,72.5,54.9,3725,18.25,1,1,1,1,"20061","20061","20061","20061","2006",-99,-99,-99,-99
.0000116,3,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,11,1,550,2,.42,4.15,3,1.1,.365,52.5,4,10.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,203.2,72,70.1,4074,21.425,1,1,0,1,"20051","20051","20050","20051","2005",-99,4,-99,-99
4.67e-06,0,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,11,1,550,2,.42,4.15,3,1.1,.365,52.5,4,10.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,205.5,72,72,4206,21.15,1,1,0,1,"20061","20061","20060","20061","2006",-99,4,-99,-99
.0000123,1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,157.2,71.3,50.1,2860,23.6,1,1,1,1,"20061","20061","20061","20061","2006",-99,-99,-99,-99
.0000124,2,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,157.2,71.3,50.1,2860,23.6,1,1,1,1,"20071","20071","20071","20071","2007",-99,-99,-99,-99
.0000116,1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,157.2,71.3,50.1,2860,21.700001,1,1,1,1,"20081","20081","20081","20081","2008",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,157.2,71.3,50.1,2908,21.700001,1,1,1,1,"20091","20091","20091","20091","2009",-99,-99,-99,-99
.0000347,15,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,182,68.4,53,2771,28.049999,1,1,1,1,"20051","20051","20051","20051","0",-99,-99,-99,-99
.0000104,5,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,11,2,230,1,.37,2.2,0,1.7,.405,73,3,18.33333,0,564,2.2,0,35,27,6.52,.92,4,2.8,6.7,.6,56,36,3821,13253,3.47,.1925,.1925,188.8,71.4,67,3660,21.25,1,0,0,0,"20060","20061","20060","20060","0",2,4,-99,3
6.01e-06,2,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,11,2,230,1,.37,2.2,0,1.7,.405,73,3,18.33333,0,564,2.2,0,35,27,6.52,.92,4,2.8,6.7,.6,56,36,3821,13253,3.47,.1745,.1745,188.8,71.4,67,3757,22.15,1,0,0,0,"20070","20071","20070","20070","0",2,4,-99,3
9.02e-06,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,11,2,230,1,.37,2.2,0,1.7,.405,73,3,18.33333,0,564,2.2,0,35,27,6.52,.92,4,2.8,6.7,.6,56,36,3821,13253,3.47,.1745,.1745,188.8,71.4,69.3,3719,20.15,1,0,0,0,"20080","20081","20080","20080","0",2,4,-99,3
.0000109,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,11,2,230,1,.37,2.2,0,1.7,.405,73,3,18.33333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3821,13253,3.47,.1745,.1745,188.8,71.4,69.3,3660,20.15,1,1,0,0,"20091","20091","20090","20090","0",-99,4,-99,3
.0000135,11,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.1455,.1455,171.9,69.9,62.2,2701,32.150002,1,1,1,1,"20051","20051","20051","20051","0",-99,-99,-99,-99
.0000132,3,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.1455,.1455,171.9,69.9,62.2,2701,32.150002,1,1,1,1,"20061","20061","20061","20061","0",-99,-99,-99,-99
6.69e-06,2,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.1455,.1455,171.9,69.9,62.2,2701,32.150002,1,1,1,1,"20071","20071","20071","20071","0",-99,-99,-99,-99
.0000136,0,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.1455,.1455,171.9,69.9,62.2,2701,29.15,1,1,1,1,"20081","20081","20081","20081","0",-99,-99,-99,-99
.0000115,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,8,2,330,1.6,.31,2.9,0,2.15,.585,64.5,1.5,11.33333,-12,252,.5,.1,30,24,3.26,.42,1.2,3.3,4.4,1.3,192,56,-99,-99,-99,.136,.136,171.1,69.5,61,2856,28.700001,1,0,0,1,"20090","20091","20090","20091","0",4,4,-99,-99
8.12e-06,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,8,2,330,1.6,.31,2.9,0,2.15,.585,64.5,1.5,11.33333,-12,252,.5,.1,30,24,3.26,.42,1.2,3.3,4.4,1.3,192,56,-99,-99,-99,.136,.136,171.1,69.5,61,2856,28.700001,1,0,0,1,"20100","20101","20100","20101","0",4,4,-99,-99
